start_date,event_type,venue,latitude,longitude
2022-03-26T14:00-0700,music,Montalvo Arts Center,37.243876,-122.030816
2022-03-26T20:30-0700,music,Bimbo's 365 Club,37.8036989,-122.4156675
2022-03-26T18:15-0700,music,Almost Famous Wine Lounge,,
2022-03-26T20:00-0700,music,Winters Tavern,,
2022-03-26T20:00-0700,music,Milk Bar,37.7695082,-122.4525845
2022-03-26T21:00-0700,music,Davies Symphony Hall,37.7782755,-122.4198453
2022-03-26T11:30-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-26T15:00-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-26T18:00-0700,music,Mr. Tipple's Recording Studio,,
2022-03-26T19:30-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-03-26T20:30-0700,music,Mr. Tipple's Recording Studio,,
2022-03-26T21:00-0700,music,Crybaby,,
2022-03-26T23:00-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-03-26T06:30-0700,music,Santa Cruz Beach Boardwalk,36.9642107,-122.0185246
2022-03-26T10:00-0700,music,Pure Night Club (Sunnyvale),37.37681680000001,-122.0298044
2022-03-26T10:00-0700,he-arts,Hosfelt Gallery,37.7661899,-122.4070392
2022-03-26T10:00-0700,he-arts,Hosfelt Gallery,37.7661899,-122.4070392
2022-03-26T14:00-0700,medy,Atlas Cafe,37.7558956,-122.4112788
2022-03-26T15:00-0700,literature,Omnivore Books,37.7476066,-122.4267075
2022-03-26T19:00-0700,xperiences,Kapwa Gardens,,
2022-03-26T19:30-0700,music,St. Mark's Lutheran Church - SF,37.7842089,-122.4234988
2022-03-26T20:00-0700,music,Zellerbach Hall at UC Berkeley,37.8690894,-122.2609256
2022-03-26T20:00-0700,music,The Bistro,,
2022-03-26T20:00-0700,music,Club Deluxe,37.76976860000001,-122.4471395
2022-03-26T20:00-0700,music,San Francisco Conservatory of Music,37.7755638,-122.4204101
2022-03-26T21:00-0700,he-arts,PianoFight,37.7839092,-122.4106652
2022-03-26T21:00-0700,music,The Bistro,,
2022-03-26T21:00-0700,music,The Bistro,,
2022-03-26T21:30-0700,j-parties,Cat Club,37.77541739999999,-122.409985
2022-03-26T22:00-0700,music,LOVE + PROPAGANDA,37.7888105,-122.4065967
2022-03-26T10:30-0700,lecture-education,Treasure Island Museum,,
2022-03-26T11:30-0700,iety,Salesforce Park,,
2022-03-26T19:00-0700,music,Black Cat,37.783838,-122.4144901
2022-03-26T19:00-0700,xperiences,Kapwa Gardens,,
2022-03-26T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-03-26T19:30-0700,music,Manny's,,
2022-03-26T19:30-0700,he-arts,Brava Theater,37.7526148,-122.4078356
2022-03-26T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-03-26T19:30-0700,music,Lesher Center for the Arts,37.9009176,-122.0634147
2022-03-26T20:00-0700,heatre-performing-arts,The Ashby Stage,37.8545781,-122.2709006
2022-03-26T20:00-0700,,"The Green Room, SF War Memorial & Performing Arts Center",37.7795368,-122.4210212
2022-03-26T23:59-0700,j-parties,The EndUp,37.7772436,-122.4037707
2022-03-26T20:00-0700,music,The Plough & Stars,37.7832657,-122.4605347
2022-03-26T11:05-0700,ports,Oakland-Alameda County Coliseum,37.7503423,-122.2028058
2022-03-26T13:15-0700,music,SAP Center,37.3322405,-121.9016508
2022-03-26T19:00-0700,music,Fox Theatre - Redwood City,37.4863286,-122.2296294
2022-03-26T19:30-0700,music,Bing Concert Hall,37.4320436,-122.1661352
2022-03-26T19:30-0700,music,SAP Center,37.3322405,-121.9016508
2022-03-26T20:00-0700,music,Felton Music Hall,,
2022-03-26T21:00-0700,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2022-03-26T06:30-0700,igital-events,#DoStuffAtHome,,
2022-03-26T10:00-0700,icketed-digital-events,Online,37.7726402,-122.4099154
2022-03-26T19:00-0700,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2022-03-26T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-26T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-26T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-26T20:00-0700,music,Twin Oaks Roadhouse,,
2022-03-26T10:00-0700,iety,Salesforce Park,,
2022-03-26T13:00-0700,music,"HVAW Garden, Page & Octavia",,
2022-03-26T16:00-0700,heatre-performing-arts,Albert and Janet Schultz Cultural Arts Hall,37.4232908,-122.1030055
2022-03-26T17:30-0700,utdoor-recreation,The Center SF,37.774623,-122.4308296
2022-03-26T18:30-0700,music,Charles Krug Winery,,
2022-03-26T19:00-0700,ports,Oracle Park,,
2022-03-26T19:00-0700,music,First United Methodist Church,37.4494134,-122.1565381
2022-03-26T19:00-0700,music,Golden 1 Center,38.5802066,-121.4993496
2022-03-26T19:00-0700,medy,The Valencia Room,,
2022-03-26T20:00-0700,heatre-performing-arts,Hillbarn Theatre & Conservatory,,
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-03-21T16:00-0700,food-drink,Square Pie Guys,,
2022-03-26T12:00-0700,utdoor-recreation,Marina Green ,37.8064284,-122.4374154
2022-03-27T18:30-0700,music,Fox Theater,37.8079974,-122.2700635
2022-03-27T20:00-0700,music,1015 Folsom,37.7781117,-122.4058001
2022-03-27T14:00-0700,music,The Midway,37.7494472,-122.3860183
2022-03-27T20:00-0700,music,Great American Music Hall,37.7848325,-122.418809
2022-03-27T20:00-0700,music,August Hall,37.7875878,-122.4096056
2022-03-27T21:00-0700,music,The New Parish,37.8078923,-122.2727873
2022-03-27T11:00-0700,festival,Downtown San Francisco,,
2022-03-27T20:00-0700,music,The Independent,37.7755362,-122.4376556
2022-03-27T19:30-0700,music,SAP Center,37.3322405,-121.9016508
2022-03-27T19:30-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-03-27T20:00-0700,music,The Chapel,37.760565,-122.421188
2022-03-27T20:00-0700,music,Starline Social Club,,
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-03-27T15:00-0700,music,Freight & Salvage,37.8706997,-122.2695537
2022-03-26T20:00-0700,heatre-performing-arts,California Theatre,37.3307748,-121.8867089
2022-03-27T19:00-0700,music,Freight & Salvage,37.8706997,-122.2695537
2022-03-27T19:00-0700,music,The Guild Theatre,,
2022-02-20T17:00-0800,he-arts,Amado's,37.7570372,-122.4215521
2022-03-27T20:00-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2022-03-27T14:00-0700,j-parties,Audio SF,37.771391,-122.413852
2022-03-27T14:00-0700,j-parties,Audio SF,37.771391,-122.413852
2022-03-27T21:00-0700,music,Monarch,37.7809743,-122.4084128
2022-02-03T12:30-0800,he-arts,The San Francisco Mint,37.7827662,-122.4071276
2022-03-27T20:00-0700,music,Crybaby,,
2022-03-27T19:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-03-27T20:00-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-03-27T19:00-0700,music,DNA Lounge,37.7711031,-122.4126145
2022-03-27T13:10-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-27T15:30-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-27T15:40-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-27T19:00-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-03-27T19:30-0700,film,The Castro Theatre,37.7619917,-122.4347365
2022-03-27T15:00-0700,iety,El Rio,37.7468046,-122.4194395
2022-03-27T16:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-03-27T18:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-27T20:00-0700,music,Club Deluxe,37.76976860000001,-122.4471395
2022-03-27T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-27T22:30-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-03-27T16:00-0700,j-parties,Oasis,37.7719465,-122.4144729
2022-03-27T19:00-0700,music,Cornerstone,37.8663423,-122.2671777
2022-03-27T15:00-0700,music,Davies Symphony Hall,37.7782755,-122.4198453
2022-03-27T18:00-0700,j-parties,HALCYON SF,37.771465,-122.4139198
2022-03-27T19:00-0700,music,Milk Bar,37.7695082,-122.4525845
2022-03-27T21:00-0700,music,Tupelo,37.7992702,-122.4075249
2022-03-27T11:45-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-27T15:00-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-03-27T17:00-0700,music,Ivy Room,37.890476,-122.299261
2022-03-27T15:00-0700,music,Zellerbach Hall at UC Berkeley,37.8690894,-122.2609256
2022-03-27T15:00-0700,literature,Omnivore Books,37.7476066,-122.4267075
2022-03-27T18:00-0700,music,Zeitgeist ,37.770028,-122.422098
2022-03-27T19:00-0700,music,SFJAZZ Center,37.7764466,-122.4215079
2022-03-27T12:00-0700,he-arts,Museum of the African Diaspora (MOAD),37.786562,-122.401361
2022-03-27T15:00-0700,music,The Bistro,,
2022-03-27T15:00-0700,,"The Green Room, SF War Memorial & Performing Arts Center",37.7795368,-122.4210212
2022-03-27T16:00-0700,music,Lesher Center for the Arts,37.9009176,-122.0634147
2022-03-27T17:00-0700,heatre-performing-arts,The Ashby Stage,37.8545781,-122.2709006
2022-03-27T17:00-0700,food-drink,Joy Reserve,,
2022-03-27T19:00-0700,music,Black Cat,37.783838,-122.4144901
2022-03-27T19:30-0700,,Brava Theater,37.7526148,-122.4078356
2022-03-27T19:30-0700,music,Montalvo Arts Center,37.243876,-122.030816
2022-03-27T19:00-0700,music,Luther Burbank Center for the Arts,38.4931764,-122.7492173
2022-03-27T13:05-0700,ports,Oakland-Alameda County Coliseum,37.7503423,-122.2028058
2022-03-27T14:00-0700,music,Montalvo Arts Center,37.243876,-122.030816
2022-03-27T15:00-0700,music,Winters Tavern,,
2022-03-27T19:00-0700,xperiences,The Lost Church in Santa Rosa,,
2022-03-27T19:00-0700,music,SFJAZZ Center,37.7764466,-122.4215079
2022-03-27T19:30-0700,music,First Congregational Church of Berkeley,37.8670075,-122.2615463
2022-03-27T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-27T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-27T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-28T00:00-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-27T12:05-0700,ports,Oracle Park,,
2022-03-27T14:00-0700,heatre-performing-arts,Hillbarn Theatre & Conservatory,,
2022-03-27T17:00-0700,utdoor-recreation,The Center SF,37.774623,-122.4308296
2022-03-27T21:00-0700,music,The Valencia Room,,
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-03-21T16:00-0700,food-drink,Square Pie Guys,,
2022-03-14T12:00-0700,music,Freight & Salvage,37.8706997,-122.2695537
2022-03-28T20:00-0700,music,Great American Music Hall,37.7848325,-122.418809
2022-03-28T12:00-0700,music,Freight & Salvage,37.8706997,-122.2695537
2022-03-28T20:00-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-03-27T11:00-0700,festival,Downtown San Francisco,,
2022-03-28T20:00-0700,music,The Fillmore,37.7840042,-122.4331332
2022-03-28T20:00-0700,music,The Chapel,37.760565,-122.421188
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-03-28T20:00-0700,music,Elbo Room (Jack London),,
2022-03-28T20:00-0700,music,DNA Lounge,37.7711031,-122.4126145
2022-02-20T17:00-0800,he-arts,Amado's,37.7570372,-122.4215521
2022-03-28T19:00-0700,music,Chase Center,37.7688295,-122.3894164
2022-02-03T12:30-0800,he-arts,The San Francisco Mint,37.7827662,-122.4071276
2022-03-28T20:00-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2022-03-28T19:30-0700,music,Yoshi's Oakland,37.796237,-122.2785532
2022-03-28T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-28T20:00-0700,music,Club Deluxe,37.76976860000001,-122.4471395
2022-03-28T21:00-0700,music,Tupelo,37.7992702,-122.4075249
2022-03-28T18:45-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-28T18:50-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-28T19:00-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-28T19:30-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-03-28T20:40-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-28T21:40-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-28T09:00-0700,he-arts,Asian Art Museum,37.7801637,-122.4161985
2022-03-28T19:00-0700,heatre-performing-arts,The Ashby Stage,37.8545781,-122.2709006
2022-03-28T19:30-0700,music,Envelop SF,,
2022-03-28T21:30-0700,music,Envelop SF,,
2022-03-28T19:00-0700,music,SAP Center,37.3322405,-121.9016508
2022-03-28T19:00-0700,music,Hopmonk Tavern - Novato ,38.088499,-122.5534335
2022-03-28T11:00-0700,he-arts,Gray Area,37.7544054,-122.4183493
2022-03-28T18:00-0700,music,Winters Tavern,,
2022-03-28T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-28T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-28T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-28T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-28T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-28T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-28T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-28T22:15-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T00:00-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-28T10:00-0700,he-arts,MODERNISM INC.,37.7843376,-122.4183001
2022-03-28T16:30-0700,lgbtq,The San Mateo County Pride Center,,
2022-03-28T17:45-0700,ports,Oracle Park,,
2022-03-28T19:00-0700,heatre-performing-arts,Albert and Janet Schultz Cultural Arts Hall,37.4232908,-122.1030055
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-03-21T16:00-0700,food-drink,Square Pie Guys,,
2022-03-29T20:00-0700,music,Great American Music Hall,37.7848325,-122.418809
2022-03-29T20:00-0700,music,The New Parish,37.8078923,-122.2727873
2022-03-29T20:00-0700,music,The Independent,37.7755362,-122.4376556
2022-03-29T20:00-0700,music,Cafe du Nord,37.7667547,-122.4305017
2022-03-27T11:00-0700,festival,Downtown San Francisco,,
2022-03-29T21:00-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-03-29T20:00-0700,music,The Chapel,37.760565,-122.421188
2022-03-29T20:00-0700,music,The Golden Bull,37.8042166,-122.2703319
2022-03-29T20:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-02-20T17:00-0800,he-arts,Amado's,37.7570372,-122.4215521
2022-02-03T12:30-0800,he-arts,The San Francisco Mint,37.7827662,-122.4071276
2022-03-29T19:30-0700,music,Chase Center,37.7688295,-122.3894164
2022-03-29T20:00-0700,music,Felton Music Hall,,
2022-03-29T20:00-0700,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2022-03-29T20:00-0700,music,Bimbo's 365 Club,37.8036989,-122.4156675
2022-03-29T19:30-0700,music,Yoshi's Oakland,37.796237,-122.2785532
2022-03-29T20:00-0700,music,Starline Social Club,,
2022-03-29T20:00-0700,music,Starline Social Club,,
2022-03-29T20:00-0700,music,Milk Bar,37.7695082,-122.4525845
2022-03-29T19:00-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-29T15:45-0700,film,The Castro Theatre,37.7619917,-122.4347365
2022-03-29T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-29T21:30-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-03-29T20:00-0700,music,Club Deluxe,37.76976860000001,-122.4471395
2022-03-29T20:00-0700,music,Cornerstone,37.8663423,-122.2671777
2022-03-29T18:00-0700,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2022-03-29T19:30-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-03-29T21:45-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-29T16:00-0700,igital-events,#DoStuffAtHome,,
2022-03-29T19:00-0700,music,The Bistro,,
2022-03-29T19:30-0700,music,Mission Santa Clara - Santa Clara University,37.3496418,-121.9389875
2022-03-29T21:00-0700,music,Tupelo,37.7992702,-122.4075249
2022-03-29T10:00-0700,iety,Salesforce Park,,
2022-03-29T19:00-0700,heatre-performing-arts,The Ashby Stage,37.8545781,-122.2709006
2022-03-29T19:00-0700,lecture-education,Temple Sinai,37.81661649999999,-122.2643134
2022-03-29T19:00-0700,medy,Aliment,,
2022-03-29T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-03-29T19:30-0700,music,Envelop SF,,
2022-03-29T21:30-0700,music,Envelop SF,,
2022-03-29T18:40-0700,ports,Oakland-Alameda County Coliseum,37.7503423,-122.2028058
2022-03-29T09:00-0700,igital-events,#DoStuffAtHome,,
2022-03-29T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-29T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-29T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T22:15-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T00:00-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-29T10:00-0700,iety,Salesforce Park,,
2022-03-29T13:00-0700,lgbtq,SF LGBT Center,37.7716881,-122.4240297
2022-03-29T17:30-0700,iety,Salesforce Park,,
2022-03-29T18:00-0700,lgbtq,The San Mateo County Pride Center,,
2022-03-29T18:00-0700,utdoor-recreation,The Center SF,37.774623,-122.4308296
2022-03-29T19:00-0700,music,Twin Oaks Roadhouse,,
2022-03-29T19:00-0700,ports,Oracle Park,,
2022-03-29T19:30-0700,music,Albert and Janet Schultz Cultural Arts Hall,37.4232908,-122.1030055
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-03-21T16:00-0700,food-drink,Square Pie Guys,,
2022-03-30T14:00-0700,music,The Masonic,37.7911829,-122.412938
2022-03-30T20:00-0700,music,Freight & Salvage,37.8706997,-122.2695537
2022-03-27T11:00-0700,festival,Downtown San Francisco,,
2022-03-30T20:00-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-03-30T20:00-0700,music,The New Parish,37.8078923,-122.2727873
2022-03-30T19:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-03-30T20:00-0700,music,The Independent,37.7755362,-122.4376556
2022-03-30T20:00-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-02-20T17:00-0800,he-arts,Amado's,37.7570372,-122.4215521
2022-02-03T12:30-0800,he-arts,The San Francisco Mint,37.7827662,-122.4071276
2022-03-30T18:00-0700,music,The Midway,37.7494472,-122.3860183
2022-03-30T19:30-0700,music,Golden 1 Center,38.5802066,-121.4993496
2022-03-30T20:00-0700,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2022-03-30T20:30-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2022-03-30T19:00-0700,music,Starline Social Club,,
2022-03-30T19:00-0700,music,Chase Center,37.7688295,-122.3894164
2022-03-30T20:30-0700,music,The Golden Bull,37.8042166,-122.2703319
2022-03-30T22:00-0700,music,Starline Social Club,,
2022-03-30T18:30-0700,film,SFFILM,,
2022-03-30T19:30-0700,music,Yoshi's Oakland,37.796237,-122.2785532
2022-03-30T18:30-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-30T20:00-0700,music,Club Deluxe,37.76976860000001,-122.4471395
2022-03-30T18:00-0700,film,The Castro Theatre,37.7619917,-122.4347365
2022-03-30T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-30T22:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-03-30T19:00-0700,music,Cornerstone,37.8663423,-122.2671777
2022-03-30T19:30-0700,music,Davies Symphony Hall,37.7782755,-122.4198453
2022-03-30T22:00-0700,j-parties,Record Bar SF,,
2022-03-30T13:05-0700,ports,Oakland-Alameda County Coliseum,37.7503423,-122.2028058
2022-03-30T18:00-0700,music,Tupelo,37.7992702,-122.4075249
2022-03-30T18:30-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-30T19:00-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-03-30T19:30-0700,medy,Asiento,37.75761019999999,-122.4095998
2022-03-30T20:00-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-03-30T20:30-0700,medy,Mad Oak Bar,,
2022-03-30T20:45-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-30T20:45-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-30T21:45-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-30T21:45-0700,film,Alamo Drafthouse Cinema,37.7562198,-122.419185
2022-03-30T18:30-0700,music,Mr. Tipple's Recording Studio,,
2022-03-30T19:00-0700,lecture-education,KQED LIVE,,
2022-03-30T19:00-0700,music,Bing Studio,,
2022-03-30T19:00-0700,music,The Bistro,,
2022-03-30T19:00-0700,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2022-03-30T19:00-0700,iety,Standard Deviant Brewing,37.7685052,-122.4194688
2022-03-30T19:30-0700,film,Vogue Theater,37.7882722,-122.4467921
2022-03-30T20:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-30T17:30-0700,igital-events,Manny's,,
2022-03-30T19:00-0700,xperiences,Kapwa Gardens,,
2022-03-30T19:00-0700,heatre-performing-arts,The Ashby Stage,37.8545781,-122.2709006
2022-03-30T19:00-0700,utdoor-recreation,The Center SF,37.774623,-122.4308296
2022-03-30T19:00-0700,music,Black Cat,37.783838,-122.4144901
2022-03-30T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-03-30T19:30-0700,music,Envelop SF,,
2022-03-30T21:30-0700,music,Envelop SF,,
2022-03-30T10:00-0700,music,SAP Center,37.3322405,-121.9016508
2022-03-30T09:30-0700,igital-events,#DoStuffAtHome,,
2022-03-30T18:30-0700,music,Hopmonk Tavern - Novato ,38.088499,-122.5534335
2022-03-30T19:00-0700,xperiences,The Lost Church in Santa Rosa,,
2022-03-30T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-30T19:55-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-03-30T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T19:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T20:00-0700,music,Winters Tavern,,
2022-03-30T21:00-0700,j-parties,Cat Club,37.77541739999999,-122.409985
2022-03-30T21:00-0700,music,Continental Club,,
2022-03-30T22:15-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-03-30T10:00-0700,iety,Salesforce Park,,
2022-03-30T12:00-0700,iety,Salesforce Park,,
2022-03-30T14:00-0700,he-arts,Lucie Stern Theatre,37.4444613,-122.1455539
2022-03-30T21:00-0700,music,The Valencia Room,,
2022-03-30T23:00-0700,lgbtq,The San Mateo County Pride Center,,
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-03-21T16:00-0700,food-drink,Square Pie Guys,,
2022-03-31T19:30-0700,music,Chase Center,37.7688295,-122.3894164
2022-03-31T17:00-0700,music,Virtual Event,,
2022-03-31T19:30-0700,music,The Warfield,37.7827039,-122.4103578
2022-03-31T18:00-0700,igital-events,Exploratorium,37.8016649,-122.397348
2022-03-31T19:00-0700,music,Fox Theater,37.8079974,-122.2700635
2022-03-31T20:00-0700,music,The New Parish,37.8078923,-122.2727873
2022-03-31T20:00-0700,music,Freight & Salvage,37.8706997,-122.2695537
2022-03-27T11:00-0700,festival,Downtown San Francisco,,
2022-03-31T19:00-0700,literature,Green Apple Books and Music,37.7832492,-122.4647205
2022-03-31T20:30-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2022-03-31T20:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-03-31T20:00-0700,music,The Independent,37.7755362,-122.4376556
2022-03-31T21:00-0700,music,Felton Music Hall,,
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-03-31T20:00-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-03-31T18:00-0700,utdoor-recreation,California Academy of Sciences,37.7698646,-122.4660947
2022-03-31T20:00-0700,music,Elbo Room (Jack London),,
2022-03-31T20:00-0700,music,Great American Music Hall,37.7848325,-122.418809
2022-03-31T18:00-0700,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2022-02-20T17:00-0800,he-arts,Amado's,37.7570372,-122.4215521
2022-02-03T12:30-0800,he-arts,The San Francisco Mint,37.7827662,-122.4071276
2022-03-31T21:00-0700,music,1015 Folsom,37.7781117,-122.4058001
2022-03-31T20:00-0700,music,The Great Northern,37.7674263,-122.4062869
2022-03-31T21:00-0700,j-parties,Monarch,37.7809743,-122.4084128
2022-03-31T19:00-0700,music,The Guild Theatre,,
2022-03-31T20:00-0700,music,The UC Theatre,37.8718207,-122.2697649
2022-03-31T19:30-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-03-31T19:00-0700,music,Continental Club,,
2022-03-31T19:30-0700,music,Yoshi's Oakland,37.796237,-122.2785532
2022-03-31T21:00-0700,music,Crybaby,,
2022-03-31T20:00-0700,music,The Golden Bull,37.8042166,-122.2703319
2022-03-31T21:00-0700,music,Milk Bar,37.7695082,-122.4525845
2022-03-31T21:00-0700,music,Public Works,37.7688759,-122.4194268
2022-03-31T19:00-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-31T21:30-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-03-31T18:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-31T19:00-0700,film,The Castro Theatre,37.7619917,-122.4347365
2022-03-31T19:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-03-31T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-03-31T17:30-0700,igital-events,Oasis,37.7719465,-122.4144729
2022-03-31T18:00-0700,igital-events,Oasis,37.7719465,-122.4144729
2022-03-31T20:00-0700,music,Club Deluxe,37.76976860000001,-122.4471395
2022-03-31T19:00-0700,music,Zeitgeist ,37.770028,-122.422098
