start_date,event_type,venue,latitude,longitude
2022-08-31T23:30-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-09-01T20:00-0700,music,Oakland Arena,,
2022-09-01T20:00-0700,music,Bimbo's 365 Club,37.8036989,-122.4156675
2022-05-04T19:00-0700,heatre-performing-arts,SF Curran,37.78681470000001,-122.4106676
2022-09-01T18:00-0700,igital-events,Exploratorium,37.8016649,-122.397348
2022-09-01T20:30-0700,music,The Chapel,37.760565,-122.421188
2022-09-01T20:00-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-04-15T10:00-0700,he-arts,SFMOMA,37.7859072,-122.4008003
2022-09-01T19:00-0700,literature,Green Apple Books and Music,37.7832492,-122.4647205
2022-09-01T20:00-0700,medy,Punch Line San Francisco,37.795486,-122.4001359
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-09-01T19:00-0700,music,The Mountain Winery,37.2601641,-122.0647267
2022-09-01T20:00-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-09-01T18:00-0700,lecture-education,Elbo Room (Jack London),,
2022-04-05T11:00-0700,he-arts,Oakland Museum of California,37.7986167,-122.264194
2022-09-01T18:00-0700,utdoor-recreation,California Academy of Sciences,37.7698646,-122.4660947
2022-09-01T18:30-0700,music,Frost Amphitheater,,
2022-09-01T20:00-0700,music,The Fillmore,37.7840042,-122.4331332
2022-09-01T21:00-0700,music,1015 Folsom,37.7781117,-122.4058001
2022-05-31T08:00-0700,xperiences,Yerba Buena Neighborhood,37.7749295,-122.4194155
2022-09-01T20:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-09-01T20:30-0700,music,Memorial Auditorium,38.5788426,-121.4857235
2022-09-01T17:00-0700,music,DNA Lounge,37.7711031,-122.4126145
2022-09-01T19:30-0700,music,White Horse Bar,37.8518265,-122.2605589
2022-09-01T20:00-0700,iety,El Rio,37.7468046,-122.4194395
2022-09-01T21:30-0700,j-parties,Westwood,,
2022-09-01T19:00-0700,he-arts,SFMOMA,37.7859072,-122.4008003
2022-09-01T19:00-0700,music,Thee Parkside,37.7651653,-122.3998925
2022-09-01T22:00-0700,music,Temple,37.7879716,-122.3972152
2022-09-01T18:45-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-01T18:50-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-01T20:50-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-01T21:00-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-01T22:00-0700,music,Temple,37.7879716,-122.3972152
2022-09-01T18:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-09-01T19:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-09-01T20:00-0700,,ODC Theater,37.7633809,-122.4164197
2022-09-01T22:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-09-01T19:00-0700,heatre-performing-arts,Golden Gate Theatre,37.7825715,-122.4110742
2022-09-01T21:00-0700,j-parties,Cat Club,37.77541739999999,-122.409985
2022-09-01T20:00-0700,music,Ivy Room,37.890476,-122.299261
2022-09-01T19:30-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-09-01T21:00-0700,music,Tupelo,37.7992702,-122.4075249
2022-09-01T21:00-0700,music,Crybaby,,
2022-06-11T10:00-0700,he-arts,SF Public Library Main Branch,37.7791156,-122.4157661
2022-09-01T20:00-0700,music,Ashkenaz Music & Dance Community Center,37.8801212,-122.2952932
2022-09-01T20:00-0700,music,Piedmont Piano Company,37.8076654,-122.2720292
2022-09-01T21:00-0700,j-parties,Cat Club,37.77541739999999,-122.409985
2022-09-01T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-09-01T21:30-0700,music,LOVE + PROPAGANDA,37.7888105,-122.4065967
2022-07-01T20:00-0700,he-arts,Hammer Theatre Center,37.3337172,-121.8864592
2022-09-01T19:00-0700,music,Black Cat,37.783838,-122.4144901
2022-09-01T19:00-0700,music,The Bistro,,
2022-09-01T19:00-0700,literature,Green Apple Books on the Park,,
2022-09-01T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-09-01T19:30-0700,music,Aquarium of The Bay,37.8081343,-122.4096086
2022-09-01T20:00-0700,iety,Redwood City Courthouse Square,37.4869745,-122.2296649
2022-09-01T20:00-0700,music,WINTERS TAVERN - PACIFICA,,
2022-09-01T20:30-0700,iety,Redwood City Courthouse Square,37.4869745,-122.2296649
2022-09-01T18:00-0700,music,Almost Famous Wine Lounge,,
2022-09-01T19:00-0700,music,The Big Easy Petaluma,38.2354089,-122.6415143
2022-09-01T12:00-0700,festival,Monterey County Fairgrounds,36.5941171,-121.8656382
2022-09-01T18:00-0700,music,Hopmonk Tavern - Novato ,38.088499,-122.5534335
2022-09-01T20:00-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-09-01T20:00-0700,music,Boom Boom Room,37.78460570000001,-122.4332024
2022-09-01T09:50-0700,heatre-performing-arts,The Village at Corte Madera,,
2022-09-01T13:00-0700,heatre-performing-arts,The Village at Corte Madera,,
2022-09-01T16:10-0700,heatre-performing-arts,The Village at Corte Madera,,
2022-09-01T18:00-0700,music,Amado's,37.7570372,-122.4215521
2022-09-01T19:00-0700,heatre-performing-arts,Sanborn County Park in Saratoga,,
2022-09-01T19:00-0700,heatre-performing-arts,The Village at Corte Madera,,
2022-09-01T20:00-0700,music,Winters Tavern,,
2022-09-01T20:00-0700,music,The Blue Note,38.299695,-122.2855381
2022-09-01T20:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-01T20:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-01T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T22:30-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T22:40-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-01T22:50-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-01T23:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-01T23:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T00:40-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-08-19T19:30-0700,heatre-performing-arts,Mountain View Center for the Performing Arts,37.3901287,-122.0822354
2022-09-01T08:00-0700,iety,Salesforce Park,,
2022-09-01T09:00-0700,iety,Salesforce Park,,
2022-09-01T09:00-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-09-01T19:30-0700,utdoor-recreation,The Center SF,37.774623,-122.4308296
2022-09-01T22:00-0700,music,The Valencia Room,,
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-09-02T19:00-0700,music,Bill Graham Civic Auditorium,37.77814499999999,-122.4174374
2022-09-02T18:00-0700,film,The Cut Outdoor Cinema,,
2022-05-04T19:00-0700,heatre-performing-arts,SF Curran,37.78681470000001,-122.4106676
2022-09-02T19:30-0700,medy,Punch Line San Francisco,37.795486,-122.4001359
2022-09-02T21:00-0700,film,The Cut Outdoor Cinema,,
2022-09-02T19:00-0700,music,Continental Club,,
2022-09-02T21:00-0700,music,Thee Parkside,37.7651653,-122.3998925
2022-09-02T20:00-0700,music,Thee Stork Club,,
2022-09-02T22:00-0700,music,1015 Folsom,37.7781117,-122.4058001
2022-09-02T10:00-0700,utdoor-recreation,SF Bay Area,,
2022-09-02T20:00-0700,music,Bimbo's 365 Club,37.8036989,-122.4156675
2022-04-15T10:00-0700,he-arts,SFMOMA,37.7859072,-122.4008003
2022-09-02T21:45-0700,medy,Punch Line San Francisco,37.795486,-122.4001359
2022-09-02T20:00-0700,music,Eli's Mile High Club,37.8257757,-122.2696356
2022-09-02T21:00-0700,music,The Independent,37.7755362,-122.4376556
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-09-02T19:00-0700,medy,Thrive City,,
2022-09-02T21:00-0700,music,The Chapel,37.760565,-122.421188
2022-09-02T20:00-0700,music,Elbo Room (Jack London),,
2022-04-05T11:00-0700,he-arts,Oakland Museum of California,37.7986167,-122.264194
2022-09-02T22:00-0700,music,Pure Night Club (Sunnyvale),37.37681680000001,-122.0298044
2022-05-31T08:00-0700,xperiences,Yerba Buena Neighborhood,37.7749295,-122.4194155
2022-09-02T19:30-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-09-02T20:30-0700,music,San Jose Civic,,
2022-09-02T21:00-0700,music,The New Parish,37.8078923,-122.2727873
2022-09-02T21:45-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-09-03T00:00-0700,music,HALCYON SF,37.771465,-122.4139198
2022-09-02T20:00-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-09-02T20:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-09-02T21:00-0700,music,Monarch,37.7809743,-122.4084128
2022-09-02T21:00-0700,music,The Great Northern,37.7674263,-122.4062869
2022-09-02T20:30-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2022-09-02T21:30-0700,music,DNA Lounge,37.7711031,-122.4126145
2022-09-02T21:00-0700,,DNA Lounge,37.7711031,-122.4126145
2022-09-02T21:00-0700,music,Starline Social Club,,
2022-09-02T21:00-0700,iety,El Rio,37.7468046,-122.4194395
2022-09-02T22:35-0700,j-parties,Amado's,37.7570372,-122.4215521
2022-09-02T19:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-09-02T19:30-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-09-02T21:00-0700,music,The Golden Bull,37.8042166,-122.2703319
2022-09-02T21:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-09-02T21:45-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-09-02T22:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-09-02T17:00-0700,music,"Lower Sproul Plaza, UC Berkeley",37.8696304,-122.258493
2022-09-02T19:00-0700,heatre-performing-arts,Golden Gate Theatre,37.7825715,-122.4110742
2022-09-02T19:00-0700,music,Rio Nido Roadhouse,38.5204891,-122.9785507
2022-09-02T22:00-0700,music,Public Works,37.7688759,-122.4194268
2022-09-02T20:00-0700,music,The Hotel Utah Saloon,37.7793954,-122.3980837
2022-09-02T17:00-0700,iety,El Rio,37.7468046,-122.4194395
2022-09-02T18:00-0700,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2022-09-02T18:45-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-02T19:00-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-02T19:30-0700,music,Tupelo,37.7992702,-122.4075249
2022-09-02T21:00-0700,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2022-09-02T21:15-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-02T21:15-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-02T22:00-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-09-02T22:00-0700,music,Temple,37.7879716,-122.3972152
2022-06-11T10:00-0700,he-arts,SF Public Library Main Branch,37.7791156,-122.4157661
2022-09-02T19:30-0700,music,Amado's,37.7570372,-122.4215521
2022-09-02T20:00-0700,,ODC Theater,37.7633809,-122.4164197
2022-09-02T20:30-0700,music,Ivy Room,37.890476,-122.299261
2022-07-01T20:00-0700,he-arts,Hammer Theatre Center,37.3337172,-121.8864592
2022-09-02T19:00-0700,music,Black Cat,37.783838,-122.4144901
2022-09-02T20:00-0700,music,Felton Music Hall,,
2022-09-02T20:00-0700,music,The Phoenix Theater (Petaluma),38.23530890000001,-122.6434189
2022-09-02T20:00-0700,medy,Washington Inn,37.8017748,-122.2740205
2022-09-02T21:00-0700,j-parties,The Lone Star Saloon,37.77216749999999,-122.4108778
2022-09-02T19:00-0700,music,Shoreline Amphitheatre,37.4268042,-122.0806179
2022-09-02T21:00-0700,music,Crybaby,,
2022-09-02T21:30-0700,music,Audio SF,37.771391,-122.413852
2022-09-02T23:59-0700,j-parties,The EndUp,37.7772436,-122.4037707
2022-09-02T19:00-0700,ports,SAP Center,37.3322405,-121.9016508
2022-09-01T12:00-0700,festival,Monterey County Fairgrounds,36.5941171,-121.8656382
2022-09-02T11:00-0700,he-arts,San Jose Museum of Art,37.3336747,-121.8900389
2022-09-02T18:00-0700,music,The Ritz,37.33002740000001,-121.8856819
2022-09-02T20:00-0700,music,Winters Tavern,,
2022-09-02T20:00-0700,music,Ashkenaz Music & Dance Community Center,37.8801212,-122.2952932
2022-09-02T21:00-0700,he-arts,PianoFight,37.7839092,-122.4106652
2022-09-02T21:15-0700,music,Boom Boom Room,37.78460570000001,-122.4332024
2022-09-02T21:30-0700,music,LOVE + PROPAGANDA,37.7888105,-122.4065967
2022-09-02T18:00-0700,music,Almost Famous Wine Lounge,,
2022-09-02T19:00-0700,music,Cornerstone,37.8663423,-122.2671777
2022-09-02T19:00-0700,music,Twin Oaks Roadhouse,,
2022-09-02T19:15-0700,ports,Oracle Park,,
2022-09-02T20:00-0700,music,Art Boutiki,37.3305076,-121.9116715
2022-09-02T20:00-0700,music,The Bistro,,
2022-09-02T20:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-02T20:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-02T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T20:10-0700,heatre-performing-arts,The Village at Corte Madera,,
2022-09-02T21:30-0700,j-parties,Cat Club,37.77541739999999,-122.409985
2022-09-02T22:20-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T22:45-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-02T22:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-02T23:00-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-02T23:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T00:35-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-08-19T19:30-0700,heatre-performing-arts,Mountain View Center for the Performing Arts,37.3901287,-122.0822354
2022-09-02T12:00-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-09-02T12:30-0700,iety,Salesforce Park,,
2022-09-02T13:30-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-09-02T14:00-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-09-02T15:00-0700,lgbtq,The San Mateo County Pride Center,,
2022-09-02T16:30-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-09-02T17:00-0700,lecture-education,San Francisco Public Library,37.7789562,-122.4158888
2022-09-02T18:00-0700,iety,Redwood City Courthouse Square,37.4869745,-122.2296649
2022-09-02T18:00-0700,lgbtq,San Francisco AIDS Foundation,,
2022-09-02T19:00-0700,music,Golden 1 Center,38.5802066,-121.4993496
2022-09-02T19:00-0700,heatre-performing-arts,Sanborn County Park in Saratoga,,
2022-09-02T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-09-02T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-09-02T19:30-0700,music,Sofar Sounds - Secret Location,,
2022-09-02T19:30-0700,music,Seven Stills Brewery and Distillery,,
2022-09-02T19:30-0700,music,Berkeley Dummy,,
2022-09-02T19:30-0700,medy,The Speakeasy SF,,
2022-09-02T20:00-0700,heatre-performing-arts,Aurora Theatre,37.8711794,-122.2690071
2022-09-02T20:00-0700,medy,Crooked City Cider Taphouse ,,
2022-09-02T20:00-0700,medy,Crooked City Cider Taphouse ,,
2022-09-02T21:00-0700,music,F8sf,,
2022-09-02T21:00-0700,music,The Valencia Room,,
2022-09-02T21:45-0700,medy,The Speakeasy SF,,
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-09-03T20:00-0700,music,Chase Center,37.7688295,-122.3894164
2022-05-04T19:00-0700,heatre-performing-arts,SF Curran,37.78681470000001,-122.4106676
2022-09-03T18:00-0700,music,Fox Theater,37.8079974,-122.2700635
2022-09-03T18:00-0700,film,The Cut Outdoor Cinema,,
2022-09-03T18:00-0700,lecture-education,KQED LIVE,,
2022-09-03T10:00-0700,film,All over the Bay Area,37.7749295,-122.4194155
2022-09-03T21:30-0700,music,Public Works,37.7688759,-122.4194268
2022-09-03T21:00-0700,film,The Cut Outdoor Cinema,,
2022-09-03T21:45-0700,medy,Punch Line San Francisco,37.795486,-122.4001359
2022-09-03T18:00-0700,music,The Mountain Winery,37.2601641,-122.0647267
2022-09-02T10:00-0700,utdoor-recreation,SF Bay Area,,
2022-04-15T10:00-0700,he-arts,SFMOMA,37.7859072,-122.4008003
2022-09-03T20:00-0700,music,Gundlach Bundschu Winery,38.2785715,-122.4209597
2022-09-03T21:00-0700,music,The Chapel,37.760565,-122.421188
2021-09-29T09:00-0700,utdoor-recreation,Japanese Tea Garden,37.7701915,-122.4701725
2022-09-03T20:00-0700,music,DNA Lounge,37.7711031,-122.4126145
2022-09-03T20:30-0700,music,Charles Krug Winery,,
2022-04-05T11:00-0700,he-arts,Oakland Museum of California,37.7986167,-122.264194
2022-09-03T21:00-0700,music,The Independent,37.7755362,-122.4376556
2022-09-03T21:00-0700,music,Monarch,37.7809743,-122.4084128
2022-09-03T15:00-0700,music,The Midway,37.7494472,-122.3860183
2022-09-03T19:00-0700,music,Shoreline Amphitheatre,37.4268042,-122.0806179
2022-09-03T21:00-0700,music,Brick & Mortar Music Hall,37.7697394,-122.4203797
2022-09-03T20:00-0700,music,Mystic Theatre,38.2333306,-122.6399996
2022-05-31T08:00-0700,xperiences,Yerba Buena Neighborhood,37.7749295,-122.4194155
2022-09-03T19:30-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-09-03T21:45-0700,medy,Cobb's Comedy Club,37.802989,-122.4143902
2022-09-03T20:00-0700,music,Elbo Room (Jack London),,
2022-09-03T21:00-0700,music,Crybaby,,
2022-09-03T21:00-0700,music,DNA Lounge,37.7711031,-122.4126145
2022-09-03T20:30-0700,music,Bottom Of The Hill,37.7649597,-122.3964408
2022-09-03T21:00-0700,music,F8sf,,
2022-09-03T21:30-0700,music,The Great Northern,37.7674263,-122.4062869
2022-09-03T22:00-0700,music,1015 Folsom,37.7781117,-122.4058001
2022-09-03T13:00-0700,food-drink,BiteUnite,,
2022-09-03T20:00-0700,music,Thee Parkside,37.7651653,-122.3998925
2022-09-03T20:00-0700,music,Rickshaw Stop,37.7760033,-122.4204681
2022-09-03T20:30-0700,music,Ivy Room,37.890476,-122.299261
2022-09-03T21:00-0700,j-parties,DNA Lounge,37.7711031,-122.4126145
2022-09-03T21:00-0700,music,The Golden Bull,37.8042166,-122.2703319
2022-09-03T21:00-0700,j-parties,Public Works,37.7688759,-122.4194268
2022-09-03T17:00-0700,music,The Knockout,37.7451489,-122.4199626
2022-09-03T22:30-0700,j-parties,Amado's,37.7570372,-122.4215521
2022-09-03T19:00-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-09-03T19:00-0700,music,Rio Nido Roadhouse,38.5204891,-122.9785507
2022-09-03T20:00-0700,music,The Phoenix Theater (Petaluma),38.23530890000001,-122.6434189
2022-09-03T21:00-0700,j-parties,Slate Bar,37.7649659,-122.4180492
2022-09-03T21:00-0700,iety,El Rio,37.7468046,-122.4194395
2022-09-03T21:30-0700,medy,San Jose Improv,37.3356047,-121.8883856
2022-09-03T22:00-0700,music,Make-Out Room,37.7552647,-122.4193588
2022-09-03T19:00-0700,heatre-performing-arts,Golden Gate Theatre,37.7825715,-122.4110742
2022-09-03T19:30-0700,music,Amado's,37.7570372,-122.4215521
2022-09-03T20:00-0700,music,The Bistro,,
2022-09-03T13:00-0700,utdoor-recreation,Yerba Buena Center for the Arts,37.7856437,-122.4021904
2022-09-03T21:30-0700,music,Tupelo,37.7992702,-122.4075249
2022-09-03T13:00-0700,utdoor-recreation,Yerba Buena Gardens,37.7850153,-122.4023464
2022-09-03T13:50-0700,film,Roxie Theater,37.7647103,-122.4224081
2022-09-03T22:00-0700,music,Temple,37.7879716,-122.3972152
2022-09-03T23:00-0700,heatre-performing-arts,Balboa Theater,37.7760419,-122.498063
2022-06-11T10:00-0700,he-arts,SF Public Library Main Branch,37.7791156,-122.4157661
2022-09-03T11:00-0700,he-arts,Workshop,37.7775225,-122.441467
2022-09-03T18:00-0700,film,The Castro Theatre,37.7619917,-122.4347365
2022-09-03T20:00-0700,,ODC Theater,37.7633809,-122.4164197
2022-07-01T20:00-0700,he-arts,Hammer Theatre Center,37.3337172,-121.8864592
2022-09-03T14:00-0700,heatre-performing-arts,Jerry Garcia Amphitheater,37.7204093,-122.4149975
2022-09-03T19:00-0700,music,Black Cat,37.783838,-122.4144901
2022-09-03T20:00-0700,music,The Ritz,37.33002740000001,-121.8856819
2022-09-03T20:00-0700,medy,Washington Inn,37.8017748,-122.2740205
2022-09-03T21:00-0700,j-parties,Powerhouse,37.7730651,-122.4121056
2022-09-03T21:30-0700,j-parties,The Lone Star Saloon,37.77216749999999,-122.4108778
2022-09-03T23:59-0700,j-parties,The EndUp,37.7772436,-122.4037707
2022-09-03T13:00-0700,j-parties,Maiden Lane,37.7882406,-122.4052008
2022-09-03T20:00-0700,music,Felton Music Hall,,
2022-09-03T13:00-0700,music,Community Music Center,37.7579453,-122.4182226
2022-09-03T18:00-0700,music,Almost Famous Wine Lounge,,
2022-09-03T21:30-0700,music,LOVE + PROPAGANDA,37.7888105,-122.4065967
2022-09-03T22:00-0700,music,Audio SF,37.771391,-122.413852
2022-09-01T12:00-0700,festival,Monterey County Fairgrounds,36.5941171,-121.8656382
2022-09-03T13:00-0700,ports,SAP Center,37.3322405,-121.9016508
2022-09-03T13:00-0700,he-arts,Legion of Honor,37.78447790000001,-122.5008906
2022-09-03T17:00-0700,music,People's Park,37.8660621,-122.2570361
2022-09-03T18:00-0700,music,Smiley's Schooner Saloon,37.9101928,-122.6851436
2022-09-03T19:00-0700,ports,SAP Center,37.3322405,-121.9016508
2022-09-03T20:00-0700,music,Hopmonk Tavern - Sebastopol,38.4011362,-122.8226923
2022-09-03T21:15-0700,music,Boom Boom Room,37.78460570000001,-122.4332024
2022-09-03T22:00-0700,music,HALCYON SF,37.771465,-122.4139198
2022-09-03T08:00-0700,igital-events,#DoStuffAtHome,,
2022-09-03T08:00-0700,j-parties,Baker Beach,37.79244790000001,-122.4801809
2022-09-03T10:00-0700,ports,Golden 1 Center,38.5802066,-121.4993496
2022-09-03T10:00-0700,utdoor-recreation,Reid-Hillview Airport,,
2022-09-03T11:00-0700,festival,Speakeasy Brewery,37.738157,-122.3806562
2022-09-03T13:05-0700,ports,Oracle Park,,
2022-09-03T14:00-0700,heatre-performing-arts,The Village at Corte Madera,,
2022-09-03T14:00-0700,he-arts,San Francisco Arts Commission Gallery,37.7795732,-122.42101
2022-09-03T15:00-0700,music,Winters Tavern,,
2022-09-03T19:00-0700,music,Twin Oaks Roadhouse,,
2022-09-03T19:00-0700,music,Ashkenaz Music & Dance Community Center,37.8801212,-122.2952932
2022-09-03T20:00-0700,music,The Crepe Place,36.9794609,-122.0109079
2022-09-03T20:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-03T20:05-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-03T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T20:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T21:00-0700,he-arts,PianoFight,37.7839092,-122.4106652
2022-09-03T21:00-0700,j-parties,Cat Club,37.77541739999999,-122.409985
2022-09-03T22:00-0700,music,Pure Night Club (Sunnyvale),37.37681680000001,-122.0298044
2022-09-03T22:20-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T22:30-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-03T22:45-0700,film,West Wind Drive-In (Concord),37.9997262,-122.0497853
2022-09-03T22:55-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-09-03T23:05-0700,film,West Wind Drive-In (San Jose),37.2802028,-121.8403819
2022-08-19T19:30-0700,heatre-performing-arts,Mountain View Center for the Performing Arts,37.3901287,-122.0822354
2022-09-03T10:00-0700,iety,Salesforce Park,,
NULL,NULL,NULL,NULL,NULL
2022-09-03T14:00-0700,film,San Francisco Public Library,37.7789562,-122.4158888
2022-09-03T15:00-0700,music,Sofar Sounds - Secret Location,,
2022-09-03T18:00-0700,igital-events,Online,37.7726402,-122.4099154
2022-09-03T18:00-0700,j-parties,Melo Melo Kava Bar Oakland,,
2022-09-03T18:30-0700,utdoor-recreation,The Center SF,37.774623,-122.4308296
2022-09-03T19:00-0700,heatre-performing-arts,Sanborn County Park in Saratoga,,
2022-09-03T19:00-0700,xperiences,The Lost Church in Santa Rosa,,
2022-09-03T20:00-0700,heatre-performing-arts,Aurora Theatre,37.8711794,-122.2690071
2022-09-03T20:00-0700,medy,The Valencia Room,,
2022-09-03T20:00-0700,music,The Valencia Room,,
2022-09-03T21:00-0700,music,The Valencia Room,,
2022-02-10T09:00-0800,he-arts,1 Grant Ave,37.7870125,-122.4051806
2022-09-04T19:00-0700,music,Chase Center,37.7688295,-122.3894164
2022-09-04T19:00-0700,music,The Masonic,37.7911829,-122.412938
2022-09-04T19:00-0700,music,Frost Amphitheater,,
2022-09-04T19:00-0700,music,Oxbow RiverStage,,
2022-09-04T19:30-0700,music,The UC Theatre,37.8718207,-122.2697649
2022-05-04T19:00-0700,heatre-performing-arts,SF Curran,37.78681470000001,-122.4106676
2022-09-04T14:00-0700,music,Shoreline Amphitheatre,37.4268042,-122.0806179
2022-09-04T20:00-0700,film,The Cut Outdoor Cinema,,
2022-09-04T22:00-0700,music,Temple,37.7879716,-122.3972152
2022-09-04T19:30-0700,music,The Mountain Winery,37.2601641,-122.0647267
2022-09-04T17:00-0700,film,The Cut Outdoor Cinema,,
2022-09-02T10:00-0700,utdoor-recreation,SF Bay Area,,
2022-04-15T10:00-0700,he-arts,SFMOMA,37.7859072,-122.4008003
2022-09-04T21:00-0700,music,1015 Folsom,37.7781117,-122.4058001
2022-09-04T20:00-0700,music,Thee Stork Club,,
2022-09-04T19:30-0700,music,Charles Krug Winery,,
